item_id,legacy_triple_index,subject,subject_type,relation,object,object_type,publication_year,model_reported_extraction_score,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,source_chunk_text,subject_correct,object_correct,relation_correct,entity_types_correct,evidence_quote_supports_triple,source_metadata_correct,triple_specific_enough,reviewer_id,comments
triple-174,698,holistic solution for intrusion detection,METHOD,EVALUATES_ON,realistic attack scenarios,DATASET,2026,0.9,"The system is validated using realistic attack scenarios such as network flooding, port scanning, authentication abuse, and privilege escalation on vulnerable containerized services",unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,"A holistic solution for intrusion detection in Kubernetes clusters is presented, combining multi-layer monitoring with selective LLM-based analysis. Statistical and rule-based detectors first identify suspicious activity and selectively trigger on-demand LLM reasoning to estimate threat probability and classify attack behavior, producing natural language explanations. The system is validated using realistic attack scenarios such as network flooding, port scanning, authentication abuse, and privilege escalation on vulnerable containerized services, demonstrating how cross-layer threat indicators and selective LLM reasoning support accurate security incident interpretation.",,,,,,,,,
triple-175,729,"dual-workflow, cloud-native architecture",METHOD,USES,Kubernetes,TOOL,2025,0.85,"blueprint for orchestrating the framework as a containerized, microservice-based cluster using platforms like Kubernetes",unique_normalized_exact_quote_match,0cc0881a21c14ff1295640ea8e6ea6fdbc07e155,0,"A Framework for ML-Based Intrusion Detection and Prevention: A Containerized, Cloud-Native Approach",abstract,"The operational deployment of machine learning (ML) based security systems in production cloud environments remains a significant challenge, often hindered by a disconnect between offline training and real-time inference known as train-serve skew. This paper presents a novel, dual-workflow, cloud-native architecture for an Intrusion Detection and Prevention System (IDPS) that bridges this gap. Our architecture builds upon a flexible ML framework from foundational research, which was validated in an offline-only proof-of-concept. The primary contributions of this paper are twofold: first, we provide a complete blueprint for orchestrating the framework as a containerized, microservice-based cluster using platforms like Kubernetes. Second, we introduce a minimal-overhead online workflow that uses high-performance, kernel-level probes and a real-time agent to replicate the feature-rich vectors required for accurate detection, thus solving the train-serve skew problem. This dual-workflow design separates low-latency real-time detection from deep offline analysis, which leverages the foundational two-stage ML pipeline and context-aware capture tools. This work provides a validated blueprint for an effective IDPS that achieves the scalability, resilience, and maintainability required for a modern cloud security service.",,,,,,,,,
triple-176,359,SFTSDH,METHOD,USES,OAuth2,METHOD,2022,0.95,"The adopted solution (SFTSDH = SF + TSD + H) instigated the following security features: identity brokering, OAuth2, multifactor authentication",unique_normalized_exact_quote_match,22df84590b05ad2688bd961ef25158166b6b2048,0,SFTSDH: Applying Spring Security Framework With TSD-Based OAuth2 to Protect Microservice Architecture APIs,abstract,"The Internet of Medical Things (IoMT) combines medical devices and applications that use network technologies to connect healthcare information systems (HIS). IoMT is reforming the medical industry by adopting information and communication technologies (ICTs). Identity verification, secure collection, and exchange of medical data are essential in health applications. In this study, we implemented a hybrid security solution to secure the collection and management of personal health data using Spring Framework (SF), Services for Sensitive Data (TSD) as a service platform, and Hyper-Text-Transfer-Protocol (HTTP (H)) security methods. The adopted solution (SFTSDH = SF + TSD + H) instigated the following security features: identity brokering, OAuth2, multifactor authentication, and access control to protect the Microservices Architecture Application Programming Interfaces (APIs), following the General Data Protection Regulation (GDPR). Moreover, we extended the adopted security solution to develop a digital infrastructure to facilitate the research and innovation work in the electronic health (eHealth) section, focusing on solution validation with theoretical evaluation and experimental testing. We used a web engineering security methodology to achieve and explain the adopted security solution. As a case study, we designed and implemented electronic coaching (eCoaching) prototype system and deployed the same in the developed infrastructure to securely record and share personal health data. Furthermore, we compared the test results with related studies qualitatively for the efficient evaluation of the implemented security solution. The SFTSDH implementation and configuration in the prototype system have effectively secured the eCoach APIs from an attack in all the considered scenarios. The eCoach prototype with the SFTSDH solution effectively sustained a load of (≈) 1000 concurrent users in the developed digital health infrastructure. In addition, we performed a qualitative comparison among the following security solutions: SF security, third-party security, and SFTSDH, where SFTSDH showed a promising outcome.",,,,,,,,,
triple-177,85,BoSC,METHOD,EVALUATES_ON,microservice-based application,CONCEPT,2023,0.9,"Their effectiveness is evaluated using two lightweight algorithms (STIDE and BoSC) with representative workloads, attacks, and a microservice-based application",unique_normalized_exact_quote_match,c9be4435eb2cdf1dc5e18f473d51848690675487,0,Intrusion Detection for Scalable and Elastic Microservice Applications,abstract,"The growing complexity and dynamicity of microservices, combined with their ability to scale, present significant challenges to security monitoring tools. Integrating these tools into a DevSecOps pipeline is currently impractical, necessitating research into adaptive intrusion detection approaches. This paper introduces three data processing techniques that enable intrusion detection in scalable and elastic microservice applications utilizing CI/CD approaches. These techniques manipulate data collected from active microservice replicas and feed it to algorithms, resulting in reliable intrusion detection even after scaling operations. To evaluate these techniques, we integrate them into a state-of-the-art intrusion detection tool developed for microservice environments. Their effectiveness is evaluated using two lightweight algorithms (STIDE and BoSC) with representative workloads, attacks, and a microservice-based application, demonstrating their ability to detect most attacks, even in scenarios involving multiple replicas.",,,,,,,,,
triple-178,621,decentralized authorization enforcement,METHOD,PRODUCES,inconsistent security policies,FINDING,2024,0.85,decentralized authorization enforcement at each microservice entry point may lead to inconsistent security policies.,unique_normalized_exact_quote_match,39acaaaf4129b1870396b3bcda609c74c034292f,0,SOFTWARE MIGRATION FROM MONOLITHIC ARCHITECTURE TO MICROSERVICES ARCHITECTURE AS A WAY OF PROTECTING CRM SYSTEMS,abstract,"The study of this work was focused on the process of protecting CRM systems in the conditions of the transition of software, which is the main part of CRM systems from a monolithic architecture to an architecture based on microservices. This article explores a migration strategy using the Strangler Fig pattern that facilitates the incremental adoption of microservices while maintaining compatibility with the existing monolith. A key aspect of a migration strategy is choosing a framework, such as the Framework for Microservices Migrations (FMM), that standardizes development practices and helps decompose monoliths into manageable components. Communication between microservices and the monolith is facilitated through a REST API that ensures seamless interaction. The integration of microservices is achieved through the implementation of DTOs (Data Transfer Objects) and API gateways, which ensures smooth data exchange between components. The article emphasizes the importance of dependency and configuration management in microservices, emphasizing the need for encapsulation and autonomy. In addition, the research examines the use of Curcuit Breaker patterns to effectively handle failures and maintain system stability during the migration process. Microservices, implemented as APIs, demand robust authentication methods such as cryptographic API keys and tokens. Security Assertion Markup Language (SAML) or OpenID with OAuth 2.0 are suggested solutions to enhance data security. Centralized architecture for authorization policies is crucial to regulate access across all microservices, while standardized token-based authentication ensures platform-neutral interoperability. However, decentralized authorization enforcement at each microservice entry point may lead to inconsistent security policies. Moreover, access to APIs handling confidential data necessitates authentication tokens with digital signatures or from trusted sources. Access control policies should be meticulously defined and enforced, with considerations for token expiration and scope limitations. The abstract underscores the significance of centralized access management and the challenges posed by anonymous connections bypassing API gateways.",,,,,,,,,
triple-179,433,MediTrustNet,METHOD,ADDRESSES,Medical Errors,CONCEPT,2026,0.95,MediTrustNet - A Context-Aware Semantic/Syntactic Trust Assessment Model for preventing medical errors,unique_normalized_exact_quote_match,7be5143439b57d938d2934e7f7b2720fa2c7cd12,0,Enhancing Healthcare Systems Security Using Microservices and Zero Trust,abstract,"The goal of this study is to create a scalable and secure system for the healthcare system through the use of a combination of Microservice Architecture (MSA) and Zero Trust Security (ZTS). To do so, we have developed two innovative models: MediTrustNet - A Context-Aware Semantic/Syntactic Trust Assessment Model for preventing medical errors, and MicroShieldEHR - A ZTS-enabled micro-service-based Electronic Health Record (EHR) System. In addition, we simulate a health care environment in order to evaluate the performance of our integrated MediTrustNet and MicroShieldEHR system according to three evaluation criteria (Accuracy, Latency, Decision Quality) that each were constrained to meet the ZTS requirements. Our main contributions include: 1) A dual-layered trust assessment methodology that utilizes Word2Vec and BLEU to assess both the semantic and syntactic aspects of a user's access request in order to reduce medical errors and enhance the accuracy of the user's access; 2) A micro-service based EHR system utilizing Service Mesh, OAuth2, and dynamic policy engines to enforce ZTS at service-level boundaries; 3) A decision engine capable of generating real-time decisions that adhere to relevant legal frameworks (HIPAA, GDPR, AIDA). Our results show a maximum F1 score of 94.2% in determining high-risk requests with an average of only 190 ms of increased latency. The potential to greatly improve the protection of patient health data, the resilience of the system, and compliance with relevant regulations (such as HIPAA and GDPR) is present if our framework is applied to a production environment like that of a typical hospital network.",,,,,,,,,
triple-180,509,Ab-HIDS,METHOD,EVALUATES_ON,Leipzig Intrusion Detection Data Set (LID-DS),DATASET,2024,0.98,"The proposed system is evaluated using the Leipzig Intrusion Detection Data Set (LID‐DS), demonstrating substantial performance compared to existing state‐of‐the‐art methods.",unique_normalized_exact_quote_match,6bc01158cf9d3d012f9ea74688034c6c0a0aafe9,0,Ab‐HIDS: An anomaly‐based host intrusion detection system using frequency of N‐gram system call features and ensemble learning for containerized environment,abstract,"Cloud's operating‐system‐level virtualization has introduced a new phase of lightweight virtualization through containers. The architecture of cloud‐native and microservices‐based application development strongly advocates for the use of containers due to their swift and convenient deployment capabilities. However, the security of applications within containers is important, as malicious or vulnerable content could jeopardize the container and the host system. This vulnerability also extends to neighboring containers and may compromise data integrity and confidentiality. The article focuses on developing an intrusion detection system tailored to containerized cloud environments by identifying system call analysis techniques and also proposes an anomaly‐based host intrusion detection system (Ab‐HIDS). This system employs the frequency of N‐grams system calls as distinctive features. To enhance performance, two ensemble learning models, namely voting‐based ensemble learning and XGBoost ensemble learning, are employed for training and testing the data. The proposed system is evaluated using the Leipzig Intrusion Detection Data Set (LID‐DS), demonstrating substantial performance compared to existing state‐of‐the‐art methods. Ab‐HIDS is validated for class imbalance using the imbalance ratio and synthetic minority over‐sampling technique methods. Our system achieved significant improvements in detection accuracy with 4% increase for the voting‐based ensemble model and 6% increase for the XGBoost ensemble model. Additionally, we observed reductions in the false positive rate by 0.9% and 0.8% for these models, respectively, compared to existing state‐of‐the‐art methods. These results illustrate the potential of our proposed approach in improving security measures within containerized environments.",,,,,,,,,
triple-181,600,Zero-Trust Agent Gateway,METHOD,USES,mutual TLS,METHOD,2024,0.95,ZTAG enforces mutual TLS for all agent-to-platform and agent-to-agent communication,unique_normalized_exact_quote_match,ffa18e986782143ae40fde1caa5136964eab180c,0,Zero-Trust Agent Gateway: Identity-Centric Access Control for Multi-Actor AI Ecosystems Aligned with SASE Principles,abstract,"Contemporary AI agent platforms operate across hostile multi-actor environments in which traditional perimeter-based security controls offer inadequate protection. Agents, KOL accounts, brand wallets, and third-party protocol integrations form a distributed trust surface that cannot be defended by network boundary assumptions. This paper presents the Zero-Trust Agent Gateway (ZTAG), an identity-centric access control architecture for AI agent platforms aligned with Secure Access Service Edge (SASE) principles. ZTAG enforces mutual TLS for all agent-to-platform and agent-to-agent communication, assigns cryptographically verifiable workload identities using SPIFFE/SPIRE, and implements fine-grained Role-Based and Attribute-Based Access Control (RBAC/ABAC) across a microservice mesh. Continuous context verification evaluates trust posture at every request boundary rather than at session establishment, eliminating implicit trust accumulation. We present the ZTAG architecture, its integration with SASE policy enforcement points at the network edge, and a formal security analysis demonstrating resistance to the principal threat classes identified by NIST SP 800-207. An empirical evaluation on a production-representative service mesh of 18 microservices shows that ZTAG adds a median overhead of 4.2 ms per inter-service request, well within acceptable latency budgets for synchronous API calls, while reducing the mean time to contain a lateral movement incident from 47 minutes to under 6 minutes in tabletop exercises.",,,,,,,,,
triple-182,281,End-to-end security pattern for IAM domain,METHOD,COMBINES,External Secrets Operator,TOOL,2026,0.9,"This pattern is formed by combining several technologies (PKCE, mTLS‚ Vault PKI‚ External Secrets Operator‚ and Liquibase) into a single model",unique_normalized_exact_quote_match,b59f406a655bf959c3df50b3dc4abb21b60e944b,0,"Designing Secure Microservices on Kubernetes: An Architectural Deep Dive into OAuth2, PKCE, Keycloak, Vault, and LDAP",abstract,"The article examines an architectural model for securing microservice systems in a Kubernetes environment, integrating mechanisms for federated authentication, secrets management, network isolation, and secure data evolution, leveraging OAuth 2.1, PKCE, Keycloak, Vault, and LDAP. This is motivated by the increasing attack surface of cloud‑native environments, exacerbated by container ephemerality, flat cluster networking, and fragmented access domains. In such environments, a compromised container can attack other services, steal credentials, and intercept traffic․ The paper thus seeks to develop and validate an integrated architectural approach to secure the Kubernetes microservice ecosystem under the Zero Trust security model․ The main contribution of the article is formalizing an end-to-end security pattern for the IAM domain․ This pattern is formed by combining several technologies (PKCE, mTLS‚ Vault PKI‚ External Secrets Operator‚ and Liquibase) into a single model․ It is concluded that the combination of an API Gateway, Keycloak with LDAP, short-lived secrets, and separated privileges for applications and migrations reduces the risk of token interception, secret leakage, and lateral movement within the cluster at an acceptable infrastructure cost. The article will be useful for IT architects, DevSecOps engineers, information security specialists, and cloud platform developers.",,,,,,,,,
triple-183,375,Hierarchical Trust RBAC,METHOD,ADDRESSES,unauthorized access,CONCEPT,2021,0.9,Hierarchical Trust RBAC: HT-RBAC) for microservice security managers is proposed for leveraging threats of unauthorized access to sensitive information,unique_normalized_exact_quote_match,1f8acfefbdaca20fc15c65d88186e5a5880c8407,0,HT-RBAC: A Design of Role-based Access Control Model for Microservice Security Manager,abstract,"For transitioning to a decentralized system, a microservices platform has become popular in today software development due to its lightweight mechanisms. However, increasing the number of services results in a challenge to maintain the security of access control. The more attack surfaces can bring security and privacy risk via sensitive data. Therefore, a chain of trust domains was introduced to solve this problem. The extended Role-Based Access Control model (Hierarchical Trust RBAC: HT-RBAC) for microservice security managers is proposed for leveraging threats of unauthorized access to sensitive information and identity verification across all environments in application container solutions. This paper proposes using an HT-RBAC to authenticate, authorize, and identify user’s access control via API-Gateway. A prototype system integrated with OAuth 2.0 authentication server is implemented for empirical study. The results report that the approach provides faster and more flexible access to information in addition to improving incident response time.",,,,,,,,,
triple-184,322,signature rules,METHOD,LACKS,zero-day behaviors,CONCEPT,2026,0.85,exposed zero-day behaviors that signature rules missed,unique_normalized_exact_quote_match,08487f09bd230f5950c7a0b1529a6d4d822c3cc0,0,From Reactive to Predictive: Lessons Learned in Cloud Microservice Security,abstract,"Security for cloud-native microservices can no longer rely on after-the-fact patching and incident response. Highly distributed services expand the attack surface and compress the time from intrusion to impact, overwhelming traditional monitoring. This paper distills lessons from moving to a predictive posture in cloud-native environments. By continuously analyzing logs, traces, and network flows across services, organizations can flag weak signals of misuse, surface likely attack paths, and act before impact. In practice, this has improved detection precision, shortened response, and exposed zero-day behaviors that signature rules missed—while also reducing alert noise for operators.We outline design patterns that proved effective: end-to-end telemetry, risk-based scoring of service behaviors, automated guardrails for high-risk changes, and feedback loops that validate detections against production reality. The result is a security program that prioritizes prevention, contains blast radius quickly, and remains cloud-agnostic across diverse platforms. These lessons offer a pragmatic blueprint for hardening microservices as threats grow faster and more complex.",,,,,,,,,
triple-185,273,zero-trust security architecture,METHOD,IMPROVES,mean time to detection,METRIC,2026,0.9,significant reductions in unauthorized access attempts and a mean time to detection of security incidents,unique_normalized_exact_quote_match,6e2a1c38e17e6de57e66e9d2b5fc1194184ff4f5,0,Zero-Trust Security Architecture for Multi-Tenant Cloud Applications,abstract,"As enterprises migrate workloads to cloud environments, enforcing comprehensive security across multi-tenant architectures is increasingly complex, with challenges that traditional perimeter-based defenses cannot handle effectively. This article proposes a complete zero-trust security architecture specifically designed for multi-tenant Software-as-a-Service systems built on ASP.NET Core microservices, OAuth 2.0 identity frameworks, and Kubernetes orchestration platforms. Traditional implicit trust assumptions are removed by continuously verifying users and devices and application programming interfaces via a sophisticated dynamic trust-scoring engine that assesses contextual parameters such as IP address reputation, session entropy characteristics, behavioral analytics patterns, device posture attributes, and real-time threat intelligence feeds. A metadata-driven security policy engine integrates seamlessly with Kubernetes-based service mesh technologies that allow fine-grained microsegmentation and adaptive access control responding dynamically to changing risk profiles. The proposed architecture was rigorously evaluated across three distinct enterprise-grade workloads: customer relationship management systems, e-commerce platforms, and healthcare data management applications. It demonstrated substantial improvement in security effectiveness through significant reductions in unauthorized access attempts and a mean time to detection of security incidents when compared to traditional perimeter-based models and semi-modern security implementations. This framework enhances real-time visibility into security events, aligns compliance more easily with regulatory requirements, and accomplishes meaningful attack surface reduction through comprehensive defense-in-depth strategies. This article further advances the practical adoption of zero-trust principles by introducing a scalable metadata-driven architectural approach that maintains compatibility with modern continuous integration and continuous deployment pipelines and DevSecOps automation practices, thus letting organizations realize robust security controls without sacrificing development velocity or operational agility.",,,,,,,,,
triple-186,103,machine learning techniques,METHOD,APPLIED_TO,microservice scenario,CONCEPT,2023,0.85,evaluation of machine learning techniques for intrusion detection in a microservice scenario,unique_normalized_exact_quote_match,48a956f86a7505177d4f651644122259251fd493,0,Evaluation of Machine Learning for Intrusion Detection in Microservice Applications,abstract,"Microservices have thrived recently as an approach for service design, development, and delivery. It provides several benefits to the systems as an architecture, such as faster delivery, improved scalability, and greater autonomy. Although microservice architectures are popular, security characteristics of these architectures impair the deployment of security, such as sizable attack surface, network complexity, heterogeneity, and others. For years, intrusion detection has been a practical security approach for many applications. Recently, machine learning provided improved functionality for intrusion detection systems with exciting results in overall tests. This paper presents the evaluation of machine learning techniques for intrusion detection in a microservice scenario. System call data was collected from containers simulating microservice applications; these containers were submitted to attacks that exploited different vulnerabilities. The data was used to train and test machine learning techniques, and the test results provided us with exciting possibilities for this approach. Some of the tested attacks were very well detected by the techniques, while some were not, attesting that machine-learning-based intrusion detection is usable in this environment. However, to enhance detection, it is required to improve data processing and representation for this type of scenario.",,,,,,,,,
triple-187,558,container security framework,METHOD,EVALUATES_ON,XXXX,DATASET,2025,0.85,"We introduce a custom dataset named XXXX, which capture container captures system call sequences behavior in micro-services containers and simulated attacks.",unique_normalized_exact_quote_match,7a6ffced6c93e71105477ca0ad7c3dd9fb22d5fa,0,Enhancing Virtualization Security Through System Call-Based Anomaly Detection in Containers,abstract,"In the current era of micro-services, containerized applications face unprecedented security challenges due to shared kernels and limited isolation. This research proposes a container security framework based on monitoring system call sequences to detect anomalies in micro-service containers. We introduce a custom dataset named XXXX, which capture container captures system call sequences behavior in micro-services containers and simulated attacks. The framework includes real-time system call monitors, parsers, dashboards, and an unsupervised anomaly detection model using unsupervised learning with autoencoders to enhance the detection capability of unknown vulnerabilities. It leverages containerization benefits-simplicity, scalability, and automation. Our evaluation emphasizes false alarm rate and average detection time. Results show that the attack detection performance of most containers meets expectations, though the detection time of one subset had slightly longer detection time due to the intrinsic complexity of vulnerabilities. This work offers valuable insights for improving container security in microservice systems.",,,,,,,,,
triple-188,498,DeepM1,METHOD,IMPROVES,three baselines,METHOD,2021,0.95,"DeepM1, a deep learning model, performs the best, achieving above 84% in all metrics and significantly outperforms three baselines.",unique_normalized_exact_quote_match,a0eba00e24181e1010b0f3913af128b0b9bf8e21,0,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,abstract,"Lack of awareness and knowledge of microservices-specific security challenges and solutions often leads to ill-informed security decisions in microservices system development. We claim that identifying and leveraging security discussions scattered in existing microservices systems can partially close this gap. We define security discussion as ""a paragraph from developer discussions that includes design decisions, challenges, or solutions relating to security"". We first surveyed 67 practitioners and found that securing microservices systems is a unique challenge and that having access to security discussions is useful for making security decisions. The survey also confirms the usefulness of potential tools that can automatically identify such security discussions. We developed fifteen machine/deep learning models to automatically identify security discussions. We applied these models on a manually constructed dataset consisting of 4,813 security discussions and 12,464 non-security discussions. We found that all the models can effectively identify security discussions: an average precision of 84.86%, recall of 72.80%, F1-score of 77.89%, AUC of 83.75% and G-mean 82.77%. DeepM1, a deep learning model, performs the best, achieving above 84% in all metrics and significantly outperforms three baselines. Finally, the practitioners' feedback collected from a validation survey reveals that security discussions identified by DeepM1 have promising applications in practice.",,,,,,,,,
triple-189,50,Microservices,METHOD,USES,Agile methods,METHOD,2018,0.9,"by adapting to Agile methods, DevOps culture, cloud, Linux containers, and Continuous Integration/ Continuous Development methods",unique_normalized_exact_quote_match,e5188350d3c9a3958c766fd15a5d7f881e7a6b77,0,Microservices API Security,abstract,"—Microservices have become the hot term since 2014. This particular programming methodology involves an architectural approach that emphasizes the decomposition of applications into single purpose, with implementation via the Rest API. A new software development style that has grown from recent trends in software development/management practices, Microservices are composable, fine-grained modules which can be independently deployable and scaled both vertically and horizontally. This empowers the development, manageability and speed to the changing market by adapting to Agile methods, DevOps culture, cloud, Linux containers, and Continuous Integration/ Continuous Development methods. This paper will focus on the necessity for this methodology as well as it’s corresponding API security options needed for securing all of the back-end Microservices",,,,,,,,,
triple-190,208,datasets,DATASET,IMPROVES,advanced detection algorithms,METHOD,2025,0.85,"By offering these datasets, we aim to facilitate the development of advanced detection algorithms",unique_normalized_exact_quote_match,3a822bd68c45ae2a3de7a137553a5f9b52491b0a,0,A Benchmark for DDoS Attacks Detection in Microservice Architectures,abstract,"Microservices have become increasingly popular in modern software architectures due to their scalability and flexibility. However, this architectural paradigm introduces unique security challenges, particularly in the detection and mitigation of cyberattacks. This paper presents a collection of datasets designed to benchmark and evaluate attack detection strategies in microservices applications. The datasets include normal and malicious traffic patterns simulating real-world scenarios and attacks, such as classic DDoS, Slow DDoS, Syn Flood, GET Flood. Data was collected from experiments with a popular benchmark microservice system with diverse services interacting via standard protocols and API gateways. Each entry is labeled to distinguish between benign and malicious activities, providing a robust foundation for training and evaluating machine learning models aimed at intrusion detection. In addition to raw data, the dataset includes metadata detailing the configuration of microservices, the nature of simulated attacks, and the temporal sequence of events. This level of detail ensures that researchers and practitioners can reproduce experiments and gain deeper insights into the behavior of attacks in microservice contexts. By offering these datasets, we aim to facilitate the development of advanced detection algorithms and promote more effective security measures in microservice environments.",,,,,,,,,
triple-191,465,proposed architecture,METHOD,USES,FreeIPA,TOOL,2026,0.95,This paper proposes an architecture integrating FreeIPA for centralized identity management,unique_normalized_exact_quote_match,22ace70b22f48955ed083a85771451d7a837b602,0,Security Policy Orchestration in SDN–Microservices Environments,abstract,"Securing SDN-microservices environments requires a coherent orchestration of identity, authentication, and authorization policies. This paper proposes an architecture integrating FreeIPA for centralized identity management, Keycloak for federated authentication using OAuth2/OIDC, Open Policy Agent for declarative policy-as-code authorization, and VXLAN for multitenant network segmentation. The proposed approach ensures end-to-end, multi-layer governance, ranging from applicationlevel access control to the orchestration of the SDN control plane via RESTCONF. Experimental validation in a distributed environment demonstrates the effective integration of federated authentication, dynamic policy evaluation based on JWT claims, and network isolation with 0% inter-tenant leakage. The results confirm the feasibility of secure orchestration aligned with Zero Trust principles, providing a modular and extensible solution for cloud-native SDN-microservices infrastructures.",,,,,,,,,
triple-192,545,scientific literature surveys,CONCEPT,LACKS,analysis on the fault and vulnerability coverage,CONCEPT,2025,0.85,most of them lack analysis on the fault and vulnerability coverage that is introduced by microservice architectures.,unique_normalized_exact_quote_match,bca61ccc246f39eea38a00b72e768769b88760fe,0,SoK: Microservice Architectures from a Dependability Perspective,abstract,"The microservice software architecture leverages the idea of splitting large monolithic applications into multiple smaller services that interact using lightweight communication schemes. While the microservice architecture has proven its ability to support modern business applications, it also introduces new possible weak points in a system. Some scientific literature surveys have already addressed fault tolerance or security concerns but most of them lack analysis on the fault and vulnerability coverage that is introduced by microservice architectures. We explore the known faults and vulnerabilities that microservice architecture might suffer from, and the recent scientific literature that addresses them. We emphasize runtime detection and recovery mechanisms instead of offline prevention and mitigation mechanisms to limit the scope of this document.",,,,,,,,,
triple-193,166,zero-trust architecture,METHOD,APPLIED_TO,microservices environments,CONCEPT,2025,0.9,zero-trust architecture for protecting microservices environments.,unique_normalized_exact_quote_match,170a224f7c5d42870fbb32213a2c640d45e2961e,0,Securing Microservices: Challenges and Solutions,abstract,"Microservices architecture, described with characteristics of being distributed and loosely coupled, has become popular in recent times for software development. It offers flexibility, scalability, and a fault tolerance that accompanies a different set of security challenges. The introduction of microservices architecture shifted the application development pattern as well as deployment pattern because the monolithic systems were broken down into smaller, independent, and scalable services, but its nature of being distributed generated certain specific security issues. This research paper explores security vulnerabilities related to microservices, analyzes specific problems they raise, and seeks to know the methods and best practices for reducing these threats. Discussed subjects include authentication and authorization, secure communication, data protection, service segregation, monitoring, and incident response. This paper discusses the critical security threats arising with microservices applications and those that include increased attack surface, API security, data protection, and IAM. We discuss the root cause of these weaknesses and then present a feasible approach to combating them. Then we proceed further and involve discussions about security as code and DevSecOps practices and new technologies like blockchain and zero-trust architecture for protecting microservices environments. Organizations can enjoy the benefits of microservices and still keep their applications safe from any kind of threat by identifying these challenges and applying suitable security strategies.",,,,,,,,,
triple-194,495,Microservices-based edge computing framework,METHOD,PRODUCES,secure AI-based applications,METHOD,2023,0.9,We also propose a Microservices-based edge computing framework that provides secure edge AI algorithms as Microservices utilizing the containerization technology to offer automated and secure AI-based applications at the network edge.,unique_normalized_exact_quote_match,514a96af287ab19a399479f91ae91a28b1593c5c,0,AI-Enabled Secure Microservices in Edge Computing: Opportunities and Challenges,abstract,"The paradigm of edge computing has formed an innovative scope within the domain of the Internet of Things (IoT) through expanding the services of the cloud to the network edge to design distributed architectures and securely enhance decision-making applications. Due to the heterogeneous, distributed and resource-constrained essence of edge Computing, edge applications are required to be developed as a set of lightweight and interdependent modules. As this concept aligns with the objectives of microservice architecture, effective implementation of microservices-based edge applications within IoT networks has the prospective of fully leveraging edge nodes capabilities. Deploying microservices at IoT edge faces plenty of challenges associated with security and privacy. Advances in Artificial Intelligence (AI) (especially Machine Learning), and the easy access to resources with powerful computing providing opportunities for deriving precise models and developing different intelligent applications at the edge of network. In this study, an extensive survey is presented for securing edge computing-based AI Microservices to elucidate the challenges of IoT management and enable secure decision-making systems at the edge. We present recent research studies on edge AI and microservices orchestration and highlight key requirements as well as challenges of securing Microservices at IoT edge. We also propose a Microservices-based edge computing framework that provides secure edge AI algorithms as Microservices utilizing the containerization technology to offer automated and secure AI-based applications at the network edge.",,,,,,,,,
triple-195,635,Depth-Bounded Semantic Rate Limiting (DBSRL),METHOD,COMBINES,query depth and semantic complexity,METRIC,2022,0.9,DBSRL considers query depth and semantic complexity based on resolver execution patterns and service dependencies.,unique_normalized_exact_quote_match,0ba3efc9d8f2304abf7c1daa125b1d5e8a5faf97,0,Mitigating Algorithmic Complexity Attacks in Federated GraphQL Architectures: A Depth-Bounded Semantic Rate Limiting Approach for Open Banking,abstract,"This swift financial services digitization has given rise to the open banking ecosystems which are powered by the contemporary API architecture. GraphQL has become very popular among them since it is flexible, data retrieval can be made efficient, and integrating multiple microservices into one unity can be achieved. The additional advantages of federated GraphQL are that such architectures support the use of distributed compositional services, such that independent development teams create scalable services that interoperate well with a single API gateway. Nevertheless, the security issues that are posed by this architectural paradigm are new, especially by the attacks associated with algorithmic complexity. The attacks are possible because the computational cost of deeply nested or semantically expensive GraphQL queries can be used to exhaust server resources in denial-of-service conditions. The difference between algorithmic complexity attacks and traditional volumetric attacks is that the attacks are not based on the volume of request. Rather, attackers construct a small set of queries that invoke computations which are computationally expensive like recursive field resolutions, cross-services joins, and graph deep traversal. Such attacks are more harmful in federated GraphQL environments deployed in open banking settings since the query can spread to several back-end services, increasing the computing costs. As a result, the few malicious queries can slow down the performance of the systems and undermine the availability of services. The current mitigation measures usually are based on either fixed query depths, query cost metrics, or conventional rate control methods. These strategies offer certain defence, but they are limited in a number of ways. The use of static depth limiting is known to block legitimate complex queries may be needed in financial analytics. Systems of query cost estimation are challenging to tune on a microservice distributed system. Traditional rate limiting schemes are more concerned with the frequency of requests as opposed to the computation complexity. Due to this, attackers are able to compromise such defenses by making low-frequency, but Poisson queries. In order to overcome these challenges, the current paper suggests an innovative conceptual security framework, namely, Depth-Bounded Semantic Rate Limiting (DBSRL). The suggested approach integrates the analysis of the structure of queries with the semantic interpretation of query implementation cost to dynamically manage API access. Differing with the traditional methods where the syntactic depth is only used, DBSRL considers query depth and semantic complexity based on resolver execution patterns and service dependencies.",,,,,,,,,
