item_id,title,abstract,publication_year,reviewer_1_decision,reviewer_2_decision,adjudicated_decision,exclusion_reason,comments
screen-253,Zero-Trust Security Frameworks for Model Context Protocol (MCP) Server Communications,"In the era of agentic artificial intelligence (AI), where large language models (LLMs) and autonomous agents invoke external tools and services through protocols such as the Model Context Protocol (MCP), the need for robust and rigorous security architectures is paramount. Conventional perimeter-based defenses are increasingly inadequate in these dynamic, distributed, and interconnected environments. This paper investigates the application of Zero-Trust Architecture (ZTA) principles to MCP server communications. We first analyze the threat surface introduced by MCP communications—the client-server interactions, tool invocations, context leakage, and lateral movement risks. We then propose a structured zero-trust framework tailored to the MCP ecosystem, encompassing identity and device verification, mutual authentication, micro-segmentation, dynamic policy enforcement, continuous monitoring, and breach containment. We provide a detailed architectural description, pseudo-code for policy evaluation, and complexity/scalability analysis. We also discuss deployment considerations in enterprise and cloud-native contexts. 
Our contribution is three-fold: 

(1) We bridge the gap between emerging AI agent-to-tool protocols (specifically MCP) and zero-trust security foundations. 

(2) We propose a formalised zero-trust framework for MCP communications. 

(3) We present an evaluative discussion of performance, scalability, strengths, and limitations. We conclude that zero-trust frameworks can significantly reduce risk in MCP deployments with manageable overhead, but real-world implementation requires rigorous identity, telemetry, and policy-management infrastructure.",2025,,,,,
screen-254,A survey of security in zero trust network architectures,"Zero Trust Network Architecture (ZTNA) has emerged as a transformative paradigm in cybersecurity, aiming to address the limitations of traditional perimeter-based security models. By adopting a ""never trust, always verify"" approach, ZTNA enforces stringent access controls and continuous authentication, regardless of user location or device. This survey provides a comprehensive overview of security challenges, solutions, and advancements in ZTNA. It explores core principles such as least privilege access, micro-segmentation, and contextual identity verification. The paper also examines the integration of emerging technologies like artificial intelligence (AI), blockchain, and secure access service edge (SASE) in ZTNA implementations. Additionally, it discusses the effectiveness of ZTNA in mitigating advanced persistent threats, insider attacks, and lateral movement. Finally, the survey identifies current research gaps, practical deployment challenges, and future directions to enhance security in ZTNA, offering valuable insights for academics and practitioners alike.",2025,,,,,
screen-255,Automated Identification of Security Discussions in Microservices Systems: Industrial Surveys and Experiments,"Lack of awareness and knowledge of microservices-specific security challenges and solutions often leads to ill-informed security decisions in microservices system development. We claim that identifying and leveraging security discussions scattered in existing microservices systems can partially close this gap. We define security discussion as ""a paragraph from developer discussions that includes design decisions, challenges, or solutions relating to security"". We first surveyed 67 practitioners and found that securing microservices systems is a unique challenge and that having access to security discussions is useful for making security decisions. The survey also confirms the usefulness of potential tools that can automatically identify such security discussions. We developed fifteen machine/deep learning models to automatically identify security discussions. We applied these models on a manually constructed dataset consisting of 4,813 security discussions and 12,464 non-security discussions. We found that all the models can effectively identify security discussions: an average precision of 84.86%, recall of 72.80%, F1-score of 77.89%, AUC of 83.75% and G-mean 82.77%. DeepM1, a deep learning model, performs the best, achieving above 84% in all metrics and significantly outperforms three baselines. Finally, the practitioners' feedback collected from a validation survey reveals that security discussions identified by DeepM1 have promising applications in practice.",2021,,,,,
screen-256,A Contemporary Secure Microservices Discovery Architecture with Service Tags for Smart City Infrastructures,"The re-conceptualization of fundamental elements from traditional monolithic structures to the Microservices framework has emerged as a vital vision for the future of IoT systems. This transformation is pivotal in addressing the present and future challenges faced by IoT systems and enhancing their overall operational qualities. The adoption of Microservices in IoT introduces an array of opportunities for innovative research, which collectively contribute to its feasibility and success. The transition from traditional systems to Microservices in IoT brings forth various complex challenges that need to be effectively addressed. Key challenges include ensuring seamless Microservice discovery, efficient API gateway management, scalable distribution services, reliable uniform service discovery, robust containerization, and stringent access control mechanisms. These challenges encompass both technical and security-related aspects, necessitating innovative solutions to overcome them. To overcome these challenges, our research proposes a secure service discovery architecture that integrates security measures at each stage of the discovery process. This methodology employs advanced encryption techniques, authentication protocols, and authorization mechanisms to safeguard Microservices in IoT. A mathematical framework is introduced to formalize and implement these security measures, ensuring a robust and reliable approach to Microservices adoption in the IoT ecosystem. In the experimental phase of our research, we aim to validate the proposed secure service discovery architecture through a series of rigorous tests and simulations. We will assess its performance, scalability, and security efficacy under various real-world scenarios and IoT use cases. Experimental results and performance metrics will be analyzed to provide empirical evidence of the viability and effectiveness of our proposed methodology in addressing Microservices-related challenges in IoT systems.",2024,,,,,
screen-257,Detecting Cryptojacking Containers Using eBPF-Based Security Runtime and Machine Learning,"As the use of containers has become mainstream in the cloud environment, various security threats targeting containers have also been increasing. Among them, a notable malicious activity is a cryptojacking attack that steals resources without the consent of an instance owner to mine cryptocurrency. However, detecting such anomalies in a containerized environment is more complex because containers share the host kernel, making it challenging to pinpoint resource usage and anomalies at the container granularity without introducing significant overhead. To this end, this study proposes a runtime detection framework for identifying malicious mining behaviors in the cloud-native environment. By leveraging Tetragon, a runtime security tool based on the extended Berkeley Packet Filter (eBPF), we capture system call traces and flow-level information of cryptojacking containers to extract rich feature representations for training and evaluating various machine learning models. As a result of the experiment, our framework delivers up to 99.75% classification accuracy with moderate runtime monitoring overhead.",2025,,,,,
screen-258,Development of a Digital Twin Software for SCADA Focused Anomaly and Intrusion Detection Systems Research,"Digital Twinning technology in SCADA systems has the potential to increase efficiency, reduce overall cost, and improve safety for human operators. As a significant development of Industry 4.0, Digital Twinning has opened new avenues with cybersecurity research and development, particularly in real-time anomaly and intrusion detection systems using machine learning. Digital twin models allow for the safe testing of these algorithms without exposing real systems to critical levels of risk. This paper proposes and tests a digital twinning framework specifically for SCADA cybersecurity research, focusing on software interoperability and universal interfacing. In this, we analyze industry-leading digital twinning software, such as Microsoft’s Azure Digital Twins, Siemens Digital Twin, and PTC ThingWorx to identify crucial features and limitations, particularly regarding hybrid environments and data collection capabilities. This framework utilizes technologies like containerization to address our identified limitations and offer support for virtual and hybrid SCADA networks. Our approach aims to enhance the development of anomaly/intrusion detection models, increasing the overall security posture of global critical infrastructure systems. By offering a comprehensive platform for simulation and analysis, the framework seeks to align industry practices with academic research, fostering progress in cybersecurity for SCADA systems.",2025,,,,,
screen-259,InDeKX: A High Efficiency Intrusion Detection and Knowledge Exchange Architecture for Secure Edge Computing Services,"The recent proliferation of Internet-of-Things (IoT) enabled devices in all forms of service deployments. Additionally, the edge computing paradigm brings short-term data and computation closer to end devices, allowing services to have lower latency and faster computations. However, such IoTenabled edge services suffer from lack of security control, due to the highly distributed nature of such architectures. Moreover, incorporating centralized security controls limits the scalability of the intended decentralized nature of IoT-enabled services. In this paper, we present InDeKX, a novel hierarchical architecture for secure IoT-based edge services. The architecture incorporates a built-in Intrusion Detection System (IDS) along with knowledge propagation for security alerts within the system. We also present a comprehensive prototype implementation for InDeKX, built on top of EdgeX Foundry, an open-source platform for IoT device management, enhanced with microservices to run rule-based intrusion detection using Snort IDS. Henceforth, the prototype is utilized to perform exhaustive empirical evaluation using open-source dataset for IoT device service requests and a large array of varying network and intrusion conditions. The results illustrate high efficiency of functionality and security enforcement, depicting the feasibility of the proposed system in the real-world.",2024,,,,,
screen-260,AIDS-Based Cyber Threat Detection Framework for Secure Cloud-Native Microservices,"Cloud-native architectures continue to redefine application development and deployment by offering enhanced scalability, performance, and resource efficiency. However, they present significant security challenges, particularly in securing inter-container communication and mitigating Distributed Denial of Service (DDoS) attacks in containerized microservices. This study proposes an Artificial Intelligence Intrusion Detection System (AIDS)-based cyber threat detection solution to address these critical security challenges inherent in cloud-native environments. By leveraging a Resilient Backpropagation Neural Network (RBN), the proposed solution enhances system security and resilience by effectively detecting and mitigating DDoS attacks in real time in both the network and application layers. The solution incorporates an Inter-Container Communication Bridge (ICCB) to ensure secure communication between containers. It also employs advanced technologies such as eXpress Data Path (XDP) and the Extended Berkeley Packet Filter (eBPF) for high-performance and low-latency security enforcement, thereby overcoming the limitations of existing research. This approach provides robust protection against evolving security threats while maintaining the dynamic scalability and efficiency of cloud-native architectures. Furthermore, the system enhances operational continuity through proactive monitoring and dynamic adaptability, ensuring effective protection against evolving threats while preserving the inherent scalability and efficiency of cloud-native environments.",2025,,,,,
screen-261,Runtime Vulnerability Mitigation for Containerized Microservices through Dynamic Policy Enforcement and Automated Patching,"As the adoption of containerized microservices grows, the complexity of securing these environments increases. Containerized applications offer scalability and flexibility but introduce significant runtime security challenges due to their dynamic and decentralized nature. This paper proposes a framework for mitigating vulnerabilities in containerized microservices by employing dynamic policy enforcement and automated patching techniques. The framework continuously monitors the container runtime environment, identifying potential vulnerabilities in real-time. Dynamic policies, based on both predefined security standards and behavior-based anomaly detection, are enforced to restrict the execution of malicious or compromised services. Furthermore, automated patching mechanisms are integrated to ensure that vulnerabilities are addressed promptly, minimizing the window of exposure. The patching process is designed to be seamless, enabling containers to be updated without downtime, thus maintaining system availability. Through the combination of dynamic policy enforcement and automated patching, the proposed framework provides a robust solution to protect containerized microservices from emerging threats while ensuring continuous operation. This research also highlights the importance of adapting security measures in response to the dynamic nature of microservices and presents a case study demonstrating the effectiveness of the proposed approach. The results suggest that dynamic policy enforcement coupled with automated patching is an essential strategy for mitigating runtime vulnerabilities in modern containerized environments, ensuring better security without compromising system performance.",2022,,,,,
screen-262,Enhanced Hierarchical Signature and Rule-Based Intrusion Detection Framework for High-Accuracy Network Traffic Analysis,"There has been an exponential rise in network computing and cloud infrastructure; hence, susceptibility to cyber-attacks has increased. As a result, an efficient intrusion detection mechanism has become an essential need in the current state-of-the-art in security designs. This paper proposes the invention and development of a Hierarchical Intrusion Detection System (HIDS) based on a web application development tool named Flask. The proposed system follows a hierarchical approach that consists of three levels to provide feasible results for enhanced interpretations of attacks. The first level concentrates on distinguishing between malicious and legitimate network traffic. The second level is a rough categorization process based on which the broad category of attacks is determined, either DoS, Probe, R2L, U2R attacks. Finally, the third level involves finer categorization to precisely determine the style of attacks. Machine learning algorithms are implemented in the backend and dynamically Loaded at runtime for scalability. Features are normalized through a pretrained scaler for both training and prediction processes. There is also a simulation process in scenarios where pretrained models are not used for secured results. The application generates real-time results for prediction, accuracy percentage, threat intensity analysis, and relevant recommendations for security analysis. Additionally, an analysis module for statistical observation is implemented in this application to monitor traffic patterns and attacks. The given system clearly illustrates the effective incorporation of hierarchical machine learning models into the web-based intrusion detection system, which provides better visibility, modularity, and readiness for real deployment as an educational/experimental cybersecurity lab system.",2026,,,,,
screen-263,Implementation of zero trust architecture based on the proposed model to ensure enterprise cyber-security,"Modern enterprises face increasingly complex cybersecurity challenges, requiring a new approach to protecting digital assets that will ensure secure access to corporate resources anytime, anywhere, as well as their effective function wherever they are located. Traditional approaches, such as perimeter-based security models, no longer guarantee an adequate level of security and are unable to effectively counter modern cyber threats, as enterprise infrastructure is undergoing significant changes related to the expansion of the attack surface, the growth in the number of connected devices, the development of artificial intelligence, the use of cloud technologies, and remote access. Given these changes and challenges, more organizations are turning their attention to a new concept and architecture of protection that can satisfy new requirements for information security and cybersecurity. Such a concept is currently the security paradigm known as “zero trust”, which is based on the principle of “never trust, always verify” and is defined as one of the most effective approaches to countering modern cyber threats. Given the dynamics of cyber threats and the architectural complexity of modern IT enterprises, the successful implementation of zero trust principles requires a systematic approach and involves the integration of modern technologies and security mechanisms. However, despite its obvious advantages, the process of implementing zero trust architecture in corporate information systems is accompanied by significant difficulties from both a technical and organizational point of view. The aim of this paper is to develop a model for implementing zero trust architecture to organize and ensure enterprise cybersecurity. The results presented in this paper are intended to help security specialists use the recommendations provided for the practical implementation of zero trust architecture in their IT enterprises in accordance with the proposed model. Specifically, the paper briefly discusses some recommendations for choosing zero trust architecture deployment models for various types of enterprise activities, and the proposed model for implementing zero trust architecture can help to understand the fundamental changes in the approach to organizing cybersecurity, and effectively implement the zero trust concept, considering the technical and organizational capabilities and requirements of a specific IT enterprise. The proposed zero trust architecture implementation model can serve as a guideline for the effective migration to zero trust architecture in modern digital enterprises, and its use opens significant prospects for the development of more reliable and scalable systems for protecting the information resources of IT enterprises, which is extremely relevant in today's digital cyberspace.",2025,,,,,
screen-264,Adaptive Zero Trust Security: Integrating Artificial Intelligence for Dynamic Cloud Security,"Zero Trust Architecture(ZTA) has become a widely adopted security approach for modern cloud and hybrid systems, built on the principle that no user, device, or service should be trusted by default. While this model has improved security compared with traditional perimeter-based methods, it still faces multiple challenges. They frequently depend on static access policies, tightly coupled identity and access management systems, and complex integration across heterogeneous platforms. As organizations expand into multi-cloud environments, edge computing, and highly distributed workloads, these limitations make it difficult for ZTA to keep pace with real-world complexity. This article presents a conceptual view on the evolution of Zero Trust beyond static policy enforcement. The article highlights why current architectures struggle to adapt changes in user behavior, workload context, and threat conditions. Artificial Intelligence can play a critical role in strengthening Zero Trust by helping systems interpret behavioral signals, understand patterns, and adjust policies more dynamically. Instead of treating Zero Trust as a fixed architecture, this perspective frames it as a continuously adapting trust model supported by AI-driven insights. This article outlines a path toward more resilient, context-aware, and scalable security in cloud environments.",2026,,,,,
screen-265,A Novel Approach for Security Analysis in Microservices Using Graph Neural Networks,"Microservice architectures, as opposed to traditional monolithic ones, require an entirely different approach to iden-tify vulnerabilities, anomalies and other security issues. This is primarily due to the increased attack surface they expose through APIs. A comprehensive analysis of how anomalies in one microservice may affect others requires a detailed understanding of the structure of the entire application. This knowledge can help drive the software architecture to be followed in production applications - particularly those that store and manipulate critical information where vulnerabilities can have a significant business or privacy impact. With this motivation, this paper proposes MicroSecPost (μSecPost), a GNN-based microservice security analysis approach. μSecPost models a microservice based application as a graph that combines data from both static and dynamic analysis, representing each service as a node and service-to-service interactions as edges. μSecPost uses Graph Neural Networks (GNNs) on this graph representation to assign a vulnerability score to each node, predict edge features and score the entire application based on the scores of individual nodes and edges. μSecPost aims to help understand the existing security posture of a microservice-based application and determine where possible improvements can be made.",2024,,,,,
screen-266,"Microservices in IoT Security: Current Solutions, Research Challenges, and Future Directions","In recent years, the Internet of Things (IoT) technology has led to the emergence of multiple smart applications in different vital sectors including healthcare, education, agriculture, energy management, etc. IoT aims to interconnect several intelligent devices over the Internet such as sensors, monitoring systems, and smart appliances to control, store, exchange, and analyze collected data. The main issue in IoT environments is that they can present potential vulnerabilities to be illegally accessed by malicious users, which threatens the safety and privacy of gathered data. To face this problem, several recent works have been conducted using microservices-based architecture to minimize the security threats and attacks related to IoT data. By employing microservices, these works offer extensible, reusable, and reconfigurable security features. In this paper, we aim to provide a survey about microservices-based approaches for securing IoT applications. This survey will help practitioners understand ongoing challenges and explore new and promising research opportunities in the IoT security field. To the best of our knowledge, this paper constitutes the first survey that investigates the use of microservices technology for securing IoT applications.",2021,,,,,
screen-267,"Review of zero-click attacks and zero-trust security model: concepts, architecture, state of the art, and future directions","
 The rapid expansion of cloud-native infrastructure and mobile computing has rendered traditional perimeter-based security obsolete, necessitating the development of resilient digital frameworks in alignment with United Nations Sustainable Development Goal 9 (Industry, Innovation, and Infrastructure). This review article investigates the convergence of two critical paradigms: Zero-Click Attacks, which exploit system components without user interaction, and Zero-Trust Architecture (ZTA), the necessary adaptive defence strategy. Adopting the PRISMA-based systematic review methodology, this study synthesises current literature to provide a critical evaluation of the evolution of zero-click vectors, focusing on critical vulnerabilities within Android system components and media processing libraries. The efficacy of current detection methodologies is evaluated, contrasting the limitations of static analysis with the promise of sandbox-based behavioural monitoring. Furthermore, the paper explores the transition from static ZTA policies to AI-driven enforcement, utilising the SmartTrust framework as a primary case study. This hybrid deep learning approach, integrating Convolutional Neural Networks, Long Short-Term Memory networks, and Reinforcement Learning, demonstrates how real-time, context-aware risk scoring can mitigate invisible threats. Finally, the review outlines open research challenges, specifically the scalability of behavioural analysis and the resilience of AI models against adversarial evasion, proposing a strategic roadmap for AI-native Zero-Trust in hyper-connected environments.",2026,,,,,
screen-268,Applying OAuth2 and JWT Protocols in Securing Distributed API Gateways: Best Practices and Case Review,"The security of distributed systems, particularly in cloud-based environments and microservices architectures, is paramount as organizations increasingly rely on these systems for scalable and efficient operations. This paper explores the implementation of OAuth2 and JWT (JSON Web Tokens) protocols as fundamental components in securing distributed API gateways. OAuth2 offers a robust framework for authorization by decoupling user authentication from application logic, while JWT provides a lightweight and secure method of transmitting authentication information across services. The paper discusses the core components of OAuth2 and JWT, their roles in API security, and the implementation best practices that ensure secure token management, scalability, and fault tolerance. Case studies from cloud-based systems and microservices architectures illustrate real-world applications, highlighting both successes and challenges encountered during deployment. Key findings indicate that while OAuth2 and JWT significantly improve security, challenges such as token expiration management and service-to-service token validation persist. Finally, the paper identifies areas for future research, particularly in the development of enhanced token revocation mechanisms and the adaptation of OAuth2 and JWT for emerging technologies like serverless architectures. The study underscores the importance of these protocols in the evolving landscape of secure API gateway management and their potential to drive secure, scalable digital transformation.",2022,,,,,
screen-269,Improved Trust Evaluation Model Based on PBFT and Zero Trust Integrated Power Network Security Defense Method,"In traditional power networks, security protection models primarily rely on perimeter-based defenses, utilizing firewalls, virtual private networks (VPNs), and identity authentication to block external threats. However, once a node within the power system is compromised, attackers can exploit it as a pivot to launch lateral movement attacks from within the system, posing serious threats to the core operations of the power grid. To address the increasingly complex cybersecurity landscape, this paper proposes a security defense approach that integrates an improved trust evaluation model based on the Practical Byzantine Fault Tolerance (PBFT) algorithm with a zero-trust architecture, leveraging the structural and functional symmetry among network nodes. The PBFT algorithm’s fault tolerance and consensus mechanisms are leveraged to ensure dynamic trust scoring across multiple nodes. This approach guarantees that each node has an equal role in the system’s operations, maintaining fairness and security across the network. Furthermore, the primary node in the PBFT consensus process is redefined as the arbitration node in the zero-trust framework, and faulty nodes can be automatically replaced through the view change protocol, thereby mitigating the centralization risk inherent in traditional zero-trust models. Experimental results demonstrate that the proposed approach achieves high accuracy and robustness in defending against both internal and external attacks in power network scenarios, highlighting the role of symmetry in enhancing secure and balanced system operations.",2025,,,,,
screen-270,A Microservices and Blockchain Based One Time Password (MBB-OTP) Protocol for Security-Enhanced Authentication,"Nowadays, the increasing complexity of digital applications for social and business activities has required more and more advanced mechanisms to prove the identity of subjects like those based on the Two-Factor Authentication (2FA). Such an approach improves the typical authentication paradigm but it has still some weaknesses. Specifically, it has to deal with the disadvantages of a centralized architecture causing several security threats like denial of service (DoS) and man-in-the-middle (MITM). In fact, an attacker who succeeds in violating the central authentication server could be able to impersonate an authorized user or block the whole service. This work advances the state of art of 2FA solutions by proposing a decentralized Microservices and Blockchain Based One Time Password (MBB-OTP) protocol for security-enhanced authentication able to mitigate the aforementioned threats and to fit different application scenarios. Experiments prove the goodness of our MBB-OTP protocol considering both private and public Blockchain configurations.",2021,,,,,
screen-271,Crystal Quantum Shield (CQS): A Post-Quantum Cybersecurity Framework for API and Data Protection,"With the exponential rise in cyber threats and increasingly complex digital ecosystems, robust and scalable security architectures have become indispensable. The Crystal Quantum Shield (CQS) is a pioneering cyber security framework designed to leverage post-quantum cryptography and advanced API security mechanisms for safeguarding sensitive digital environments. The architecture integrates Kyber key exchange and Dilithium signature verification, ensuring resilience against potential quantum computing threats. Additionally, CQS employs rate limiting via NGINX, token scrambling, and data scrambling for enhanced protection of sensitive transactions.To manage high-volume interactions, the system incorporates OAuth2-based authentication, JWT-based session management, and Role-Based Access Control (RBAC) for
granular authorization. With real-time logging, violation detection, and visualization powered by Grafana, CQS delivers a user-friendly interface for monitoring security metrics, including token usage, user roles, and violations. This paper explores the modular and scalable design of CQS, detailing its integration of cloud services and API gateways for seamless deployment. Results from our experimental analysis demonstrate CQS’s efficacy in mitigating modern threats, ensuring secure communication, and maintaining system integrity under stress conditions. By combining cutting-edge cryptographic techniques and robust security mechanisms, CQS sets a new benchmark for next-generation digital security solutions.",2025,,,,,
screen-272,An Adaptive Dynamic Defense Strategy for Microservices Based on Deep Reinforcement Learning,"Aiming at the problem that it is difficult to balance security defense and quality of service in a dynamic cloud-native environment, an adaptive dynamic defense strategy (AD2S) for microservices based on deep reinforcement learning is proposed. First, a microservice attack graph model is constructed to extract security threats from multiple dimensions. Combined with queuing theory, the relationships among security performance, quality of service, cleaning cycle, and replica quantity are established to quantitatively model the effectiveness of defense. Subsequently, an adaptive defense framework is designed, which includes state monitoring, policy deployment, and optimization algorithms based on deep reinforcement learning, providing a rapid update solution for the optimal system configuration of microservices under dynamic traffic requests. The experimental results show that under dynamic traffic requests, compared with the existing DSEOM and OADSF strategies, AD2S improves the defense effectiveness by 34.38% and 10.29%, respectively, while ensuring the quality of service, significantly enhancing the system’s security adaptive ability.",2025,,,,,
screen-273,Intrusion Detection for Scalable and Elastic Microservice Applications,"The growing complexity and dynamicity of microservices, combined with their ability to scale, present significant challenges to security monitoring tools. Integrating these tools into a DevSecOps pipeline is currently impractical, necessitating research into adaptive intrusion detection approaches. This paper introduces three data processing techniques that enable intrusion detection in scalable and elastic microservice applications utilizing CI/CD approaches. These techniques manipulate data collected from active microservice replicas and feed it to algorithms, resulting in reliable intrusion detection even after scaling operations. To evaluate these techniques, we integrate them into a state-of-the-art intrusion detection tool developed for microservice environments. Their effectiveness is evaluated using two lightweight algorithms (STIDE and BoSC) with representative workloads, attacks, and a microservice-based application, demonstrating their ability to detect most attacks, even in scenarios involving multiple replicas.",2023,,,,,
screen-274,FINSEC: An Efficient Microservices-Based Detection Framework for Financial AI Model Security,"Artificial intelligence technology, such as fraud detection and biometrics, has recently been widely used in financial security. However, the related machine learning models may have algorithmic risks, and attackers can use loopholes in the models themselves to circumvent censorship or even steal private data. Our research team has designed and implemented a cloud service-based algorithmic risk detection platform for fintech products using advanced AI technologies to address this challenge. The platform can assess the algorithmic risk of machine learning models used for regulation in several common scenarios in the financial sector and provide early warnings of potential risk factors. Our platform, built upon cloud services, boasts high performance and embraces the principle of loose coupling. Our research aims to furnish the FinTech industry with a pragmatic tool for model algorithm risk detection.",2024,,,,,
screen-275,The Effective Integration of Multi-Factor Authentication (MFA) with Zero Trust Security,"As many organizations face the rise in cyber threats, our digital landscape demands a more vigorous network. This paper explores the effectiveness of integrating Multi-Factor Authentication (MFA) within the popular Zero Trust security model by using a collection of case studies (qualitative analysis) combined with known security breaches (quantitative analysis) as a means of identifying key strategies in determining user authenticity while strengthening trust boundaries. The findings indicate that a comprehensive collaborative approach is necessary when implementing MFA. This approach should integrate real-time enforcement of security policies, leveraging dynamic threat intelligence and situational information to effectively decrease unauthorized access and prevent data breaches. The study concludes with recommendations for implementing MFA as an essential component of Zero Trust architecture. It emphasizes continuous verification while using access control through IT policies for administrators to control user access based on multiple real-time factors. This integration strengthens security postures while maintaining alignment with regulatory compliance standards.
",2025,,,,,
screen-276,"Designing Secure Microservices on Kubernetes: An Architectural Deep Dive into OAuth2, PKCE, Keycloak, Vault, and LDAP","The article examines an architectural model for securing microservice systems in a Kubernetes environment, integrating mechanisms for federated authentication, secrets management, network isolation, and secure data evolution, leveraging OAuth 2.1, PKCE, Keycloak, Vault, and LDAP. This is motivated by the increasing attack surface of cloud‑native environments, exacerbated by container ephemerality, flat cluster networking, and fragmented access domains. In such environments, a compromised container can attack other services, steal credentials, and intercept traffic․ The paper thus seeks to develop and validate an integrated architectural approach to secure the Kubernetes microservice ecosystem under the Zero Trust security model․ The main contribution of the article is formalizing an end-to-end security pattern for the IAM domain․ This pattern is formed by combining several technologies (PKCE, mTLS‚ Vault PKI‚ External Secrets Operator‚ and Liquibase) into a single model․ It is concluded that the combination of an API Gateway, Keycloak with LDAP, short-lived secrets, and separated privileges for applications and migrations reduces the risk of token interception, secret leakage, and lateral movement within the cluster at an acceptable infrastructure cost. The article will be useful for IT architects, DevSecOps engineers, information security specialists, and cloud platform developers.",2026,,,,,
screen-277,HT-RBAC: A Design of Role-based Access Control Model for Microservice Security Manager,"For transitioning to a decentralized system, a microservices platform has become popular in today software development due to its lightweight mechanisms. However, increasing the number of services results in a challenge to maintain the security of access control. The more attack surfaces can bring security and privacy risk via sensitive data. Therefore, a chain of trust domains was introduced to solve this problem. The extended Role-Based Access Control model (Hierarchical Trust RBAC: HT-RBAC) for microservice security managers is proposed for leveraging threats of unauthorized access to sensitive information and identity verification across all environments in application container solutions. This paper proposes using an HT-RBAC to authenticate, authorize, and identify user’s access control via API-Gateway. A prototype system integrated with OAuth 2.0 authentication server is implemented for empirical study. The results report that the approach provides faster and more flexible access to information in addition to improving incident response time.",2021,,,,,
screen-278,Security Mechanisms Used in Microservices-Based Systems: A Systematic Mapping,"Microservices is an architectural style that conceives systems as a modular, costumer, independent and scalable suite of services; it offers several advantages but its growing popularity has given rise to security challenges. Building secure systems is greatly helped by deploying existing security mechanisms, but current literature does not guide developers about which mechanisms are actually used by developers of microservicesbased systems. This article describes the design and results of a systematic mapping study to identify the security mechanisms used in microservices-based systems described in the literature. The study yielded 321 articles, of which 26 are primary studies. Key findings are that (i) the studies mention 18 security mechanisms; (ii) the most mentioned security mechanisms are authentication, authorization and credentials; and (iii) almost 2/3 of security mechanisms focus on stopping or mitigating attacks, but none on recovering from them. Additionally, it emerges that experiments and case studies are the most used empirical strategies in microservices security research. The clear identification of most-used security solutions will facilitate the reuse of existing architectural knowledge to address security problems in microservices-based systems.",2019,,,,,
screen-279,Fine-Grained Access Control with Spring Security,"Spring Security has been studied up to December 2020 for various levels of access control, especially focusing on the precise and contextual ABAC and RBAC models. When used in combination with OAuth2 and JWT, it was possible to implement dynamic distributed security measures via policy-based solutions. These configurations served us well and offer the elasticity necessary in today’s microservices and multi-tenancy applications, with Spring Security offering a solid foundation for policy-based security of APIs and data assets (Di Vimercati et al., 2010).",2020,,,,,
screen-280,Algorithm Optimization and Implementation of a Multi-Layer Network Intrusion Detection System,"This paper designs and implements a multi-layer network intrusion detection system (NIDS) using a layered architecture that includes three core functional layers: data collection and preprocessing, feature engineering and detection, and analysis and response. At the algorithm level, an improved incremental SVM algorithm is proposed, along with a hybrid deep learning model based on CNN-LSTM, and an optimized method for determining the density threshold in anomaly detection algorithms. By introducing a dynamic weighting-based multi-algorithm fusion mechanism, the system effectively enhances its detection capabilities against various network attacks. The system is deployed using Docker containerization, integrating core functional modules for distributed data collection, real-time feature extraction, and parallel multi-model detection, achieving high performance and low latency in intrusion detection. Experimental results show that the system meets expected goals in detection accuracy, real-time performance, and scalability, providing effective technical support for security protection in practical network environments.",2024,,,,,
screen-281,Intrusion Detection Method of Electric Power Information Network in Cloud Computing Environment,"With the widespread application of power grid systems, the information security problems faced by power grids have become more obvious. Various internal and external intrusion attacks that occur frequently have become an important issue affecting the normal operation of power generation and operations. The purpose of this paper is to study the intrusion detection method of electric power information(PI) network in the cloud computing environment. With the help of the cloud platform’s ability to process big data, and based on the analysis of the PI network structure, a DBN optimized BP network algorithm is proposed, and the optimized BP neural network is used as a runtime classification program. Experimental results show that MR-DBN-BP has a detection rate of 96.7% for intrusion detection of PI networks, which can effectively detect intrusions and effectively protect the power dispatch system network.",2021,,,,,
screen-282,Research on API Security Gateway and Data Access Control Model for Multi-tenant Full-stack Systems,"To address API abuse and unauthorized data access in multi-tenant systems, this paper proposes a full-stack security gateway framework based on zero-trust access and policy verification. The system integrates Envoy Gateway and the OPA (Open Policy Agent) policy engine at the API ingress layer, combining the OAuth 2.1 authorization protocol with JWT token authentication to achieve fine-grained tenant identity management. To support dynamic resource access, a policy inheritance mechanism based on GraphQL Schema injection is designed, enabling millisecond-level data access permission validation. Experiments demonstrate that under million-request-level testing, the model achieves an average authentication latency of 74.2 ms, with a 28% increase in security event detection rate and a false positive rate reduced to 1.9%. This research provides a highly scalable, auditable security baseline architecture for data security governance in multi-tenant web platforms.",2025,,,,,
