legacy_triple_index,subject,relation,object,publication_year,evidence_quote,provenance_recovery_status,paper_id,chunk_index,source_title,source_modality,sentence_offset,model_name,prompt_version
629,OAuth 2.0,IMPROVES,security,2024,"enhancing security, scalability, and flexibility in cloud-based systems",unique_normalized_exact_quote_match,66bb2c8e05ce2bbf09c4950b0f5481ce6db5f62d,0,OAuth 2.0 Patterns Implementation for Cloud Architecture,abstract,,,
630,OAuth 2.0,IMPROVES,scalability,2024,"enhancing security, scalability, and flexibility in cloud-based systems",unique_normalized_exact_quote_match,66bb2c8e05ce2bbf09c4950b0f5481ce6db5f62d,0,OAuth 2.0 Patterns Implementation for Cloud Architecture,abstract,,,
631,OAuth 2.0,ADDRESSES,access control and authorization,2024,"By leveraging OAuth 2.0, cloud services can effectively manage access control and authorization across distributed environments",unique_normalized_exact_quote_match,66bb2c8e05ce2bbf09c4950b0f5481ce6db5f62d,0,OAuth 2.0 Patterns Implementation for Cloud Architecture,abstract,,,
632,OAuth 2.0,APPLIED_TO,microservices communication,2024,highlights the importance of OAuth 2.0 in facilitating microservices communication,unique_normalized_exact_quote_match,66bb2c8e05ce2bbf09c4950b0f5481ce6db5f62d,0,OAuth 2.0 Patterns Implementation for Cloud Architecture,abstract,,,
633,OAuth 2.0,ADDRESSES,compliance with data protection regulations,2024,role of OAuth 2.0 in achieving compliance with data protection regulations,unique_normalized_exact_quote_match,66bb2c8e05ce2bbf09c4950b0f5481ce6db5f62d,0,OAuth 2.0 Patterns Implementation for Cloud Architecture,abstract,,,
634,Depth-Bounded Semantic Rate Limiting (DBSRL),ADDRESSES,algorithmic complexity attacks,2022,"In order to overcome these challenges, the current paper suggests an innovative conceptual security framework, namely, Depth-Bounded Semantic Rate Limiting (DBSRL).",unique_normalized_exact_quote_match,0ba3efc9d8f2304abf7c1daa125b1d5e8a5faf97,0,Mitigating Algorithmic Complexity Attacks in Federated GraphQL Architectures: A Depth-Bounded Semantic Rate Limiting Approach for Open Banking,abstract,,,
635,Depth-Bounded Semantic Rate Limiting (DBSRL),COMBINES,query depth and semantic complexity,2022,DBSRL considers query depth and semantic complexity based on resolver execution patterns and service dependencies.,unique_normalized_exact_quote_match,0ba3efc9d8f2304abf7c1daa125b1d5e8a5faf97,0,Mitigating Algorithmic Complexity Attacks in Federated GraphQL Architectures: A Depth-Bounded Semantic Rate Limiting Approach for Open Banking,abstract,,,
636,traditional rate limiting schemes,LACKS,computation complexity,2022,Traditional rate limiting schemes are more concerned with the frequency of requests as opposed to the computation complexity.,unique_normalized_exact_quote_match,0ba3efc9d8f2304abf7c1daa125b1d5e8a5faf97,0,Mitigating Algorithmic Complexity Attacks in Federated GraphQL Architectures: A Depth-Bounded Semantic Rate Limiting Approach for Open Banking,abstract,,,
637,GraphQL,APPLIED_TO,open banking ecosystems,2022,This swift financial services digitization has given rise to the open banking ecosystems... GraphQL has become very popular among them,unmatched_quote,,,,,,,
638,microservice-based architecture optimization,ADDRESSES,limitations of existing systems,2026,"To address the limitations of existing systems—such as insufficient data processing performance, poor scalability, and weak protection capabilities—this study proposes a microservice-based architecture optimization",unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
639,multi-layer security model,ADDRESSES,limitations of existing systems,2026,"To address the limitations of existing systems—such as insufficient data processing performance, poor scalability, and weak protection capabilities—this study proposes a microservice-based architecture optimization and a multi-layer security model.",unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
640,improved Particle Swarm Optimization algorithm,APPLIED_TO,computing resource scheduling,2026,An improved Particle Swarm Optimization (PSO) algorithm is applied for computing resource scheduling,unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
641,multi-layer security model,COMBINES,"AES-256 encryption, access control, and LSTM-based anomaly detection mechanism",2026,"a multi-layer model combining AES-256 encryption, access control, and an LSTM-based anomaly detection mechanism",unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
642,optimized system,IMPROVES,throughput,2026,Experimental results demonstrate that the optimized system increases throughput by more than 30%,unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
643,optimized system,IMPROVES,average response time,2026,reduces average response time by over 25%,unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
644,optimized system,IMPROVES,task completion rate,2026,improves task completion rate to above 95%,unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
645,optimized system,IMPROVES,threat detection accuracy,2026,enhances threat detection accuracy by around 15%,unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
646,optimized system,IMPROVES,defense success rate,2026,raises defense success rate by over 12%,unique_normalized_exact_quote_match,2d3632bd98ec37afa92ebffea5577b933b0a5605,0,Microservice-Based Architecture Optimization and Multi-layer Security Model for Green Mine Information Systems in Resource-Based Regions,abstract,,,
647,microservices-based architecture,ADDRESSES,security threats and attacks related to IoT data,2021,several recent works have been conducted using microservices-based architecture to minimize the security threats and attacks related to IoT data.,unique_normalized_exact_quote_match,784c328a18a2c0e485eab9d671ba175f412f6369,0,"Microservices in IoT Security: Current Solutions, Research Challenges, and Future Directions",abstract,,,
648,microservices technology,APPLIED_TO,IoT applications,2021,investigates the use of microservices technology for securing IoT applications.,unique_normalized_exact_quote_match,784c328a18a2c0e485eab9d671ba175f412f6369,0,"Microservices in IoT Security: Current Solutions, Research Challenges, and Future Directions",abstract,,,
649,Two-Factor Authentication,IMPROVES,typical authentication paradigm,2021,Such an approach improves the typical authentication paradigm,unique_normalized_exact_quote_match,3082b464eb036f925a76952f88d3f3c19cbb2a4f,0,A Microservices and Blockchain Based One Time Password (MBB-OTP) Protocol for Security-Enhanced Authentication,abstract,,,
650,Microservices and Blockchain Based One Time Password protocol,IMPROVES,Two-Factor Authentication solutions,2021,This work advances the state of art of 2FA solutions by proposing a decentralized Microservices and Blockchain Based One Time Password (MBB-OTP) protocol,unique_normalized_exact_quote_match,3082b464eb036f925a76952f88d3f3c19cbb2a4f,0,A Microservices and Blockchain Based One Time Password (MBB-OTP) Protocol for Security-Enhanced Authentication,abstract,,,
651,Microservices and Blockchain Based One Time Password protocol,ADDRESSES,security threats,2021,MBB-OTP protocol for security-enhanced authentication able to mitigate the aforementioned threats,unmatched_quote,,,,,,,
652,Microservices and Blockchain Based One Time Password protocol,EVALUATES_ON,private and public Blockchain configurations,2021,Experiments prove the goodness of our MBB-OTP protocol considering both private and public Blockchain configurations,unique_normalized_exact_quote_match,3082b464eb036f925a76952f88d3f3c19cbb2a4f,0,A Microservices and Blockchain Based One Time Password (MBB-OTP) Protocol for Security-Enhanced Authentication,abstract,,,
653,systematic literature review,EVALUATES_ON,59 peer-reviewed studies,2025,This paper reports a systematic literature review of 59 peer-reviewed studies that examine authentication and authorisation (AuthN/AuthZ) in CI/CD workflows.,unique_normalized_exact_quote_match,7c1e2e6bedf484e34e2d4b92b06ced2e03839768,0,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,abstract,,,
654,systematic literature review,APPLIED_TO,authentication and authorisation in CI/CD workflows,2025,This paper reports a systematic literature review of 59 peer-reviewed studies that examine authentication and authorisation (AuthN/AuthZ) in CI/CD workflows.,unique_normalized_exact_quote_match,7c1e2e6bedf484e34e2d4b92b06ced2e03839768,0,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,abstract,,,
655,systematic literature review,PRODUCES,CI/CD-specific vulnerability taxonomy,2025,We then introduce a CI/CD-specific vulnerability taxonomy,unique_normalized_exact_quote_match,7c1e2e6bedf484e34e2d4b92b06ced2e03839768,0,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,abstract,,,
656,OAuth 2.0,ADDRESSES,pipeline attack vectors,2025,"systematically map established mechanisms such as OAuth 2.0, Kerberos, SAML, mTLS, RBAC/ABAC, XACML, API gateways, and MFA to the attack vectors they mitigate across the pipeline.",unique_normalized_exact_quote_match,7c1e2e6bedf484e34e2d4b92b06ced2e03839768,0,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,abstract,,,
657,mTLS,ADDRESSES,pipeline attack vectors,2025,"systematically map established mechanisms such as OAuth 2.0, Kerberos, SAML, mTLS, RBAC/ABAC, XACML, API gateways, and MFA to the attack vectors they mitigate across the pipeline.",unique_normalized_exact_quote_match,7c1e2e6bedf484e34e2d4b92b06ced2e03839768,0,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,abstract,,,
658,cryptographically anchored identity models,USES,blockchain,2025,cryptographically anchored identity models that use blockchain and self-sovereign identity.,unique_normalized_exact_quote_match,7c1e2e6bedf484e34e2d4b92b06ced2e03839768,0,Systematic Review of Identity-Centric Security in Cloud-Native CI/CD Pipelines,abstract,,,
659,Zero-Trust Architecture,APPLIED_TO,cloud-native CI/CD environments,2025,"analysing emerging trends, including Zero-Trust Architecture... for securing access in cloud-native CI/CD environments.",unmatched_quote,,,,,,,
660,blockchain using microservices and smart contracts,APPLIED_TO,federation cloud systems in an IoT scenario,2023,we present blockchain using microservices and smart contracts for federation cloud systems in an IoT scenario,unique_normalized_exact_quote_match,bf7ddfcdbaacb11ac4a1a2d8a90e107eb6418916,0,Improving Security in IoT System Using a Blockchain and a Microservices Technologyy,abstract,,,
661,traditional security approaches,USES,centralized entity,2023,traditional security approaches is that they rely on a centralized entity,unique_normalized_exact_quote_match,bf7ddfcdbaacb11ac4a1a2d8a90e107eb6418916,0,Improving Security in IoT System Using a Blockchain and a Microservices Technologyy,abstract,,,
662,proposed framework,ADDRESSES,security of sharing data for various IoT systems in a federated cloud,2023,proposed framework that enables interconnection and guarantees the security of sharing data for various IoT systems in a federated cloud,unique_normalized_exact_quote_match,bf7ddfcdbaacb11ac4a1a2d8a90e107eb6418916,0,Improving Security in IoT System Using a Blockchain and a Microservices Technologyy,abstract,,,
663,AZTEM,ADDRESSES,"stationary trust models, loose access rules and encryption functions that hangs in the air with the advent of quantum computing",2025,A Self-evolving Zero-Trust Model of Adaptive Cloud security with AI-based Threat Mitigation and Quantumresilient Encryption is introduced and is capable of addressing these emerging problems.,unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
664,AZTEM,USES,reinforcement learning algorithms,2025,"validating and permitting all user, device, and microservice relations through the utilization of a contextsensitive trust engine that is reinforced by reinforcement learning algorithms.",unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
665,AZTEM,USES,LSTM-based sequence classifiers,2025,the system relies on the deep-learning-based anomaly detection methods such as LSTM-based sequence classifiers,unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
666,AZTEM,EVALUATES_ON,UNSW-NB15,2025,"the system relies on the deep-learning-based anomaly detection methods such as LSTM-based sequence classifiers on cloud workload telemetry, network flow logs, and publicly accessible datasets (UNSW-NB15 and CICIDS2018).",unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
667,AZTEM,EVALUATES_ON,CICIDS2018,2025,"the system relies on the deep-learning-based anomaly detection methods such as LSTM-based sequence classifiers on cloud workload telemetry, network flow logs, and publicly accessible datasets (UNSW-NB15 and CICIDS2018).",unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
668,AZTEM,USES,lattice cryptography,2025,the model includes quantum-resilient encryption that extends the protection of both data-at-rest and data-in-transit by using lattice cryptography,unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
669,AZTEM,IMPROVES,baseline zero-trust deployment,2025,demonstrated that threat detection accuracy and false positives decreased by 27 percent and 34 percent respectively over a baseline zero-trust deployment,unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
670,AZTEM,EVALUATES_ON,precision,2025,"Its application in adversarial context was assessed through measures such as precision, recall, F1-score and confidence intervals",unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
671,AZTEM,EVALUATES_ON,recall,2025,"Its application in adversarial context was assessed through measures such as precision, recall, F1-score and confidence intervals",unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
672,AZTEM,EVALUATES_ON,F1-score,2025,"Its application in adversarial context was assessed through measures such as precision, recall, F1-score and confidence intervals",unique_normalized_exact_quote_match,d5cc9fbb197d4e02eba3d20ee1c5f6224b95e2cb,0,AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption,abstract,,,
673,Spring Boot,COMBINES,Spring Security,2026,"Spring Boot, with its opinionated design philosophy and seamless integration with the Spring Security ecosystem",unique_normalized_exact_quote_match,79ea5e3d44f43de79304a3dba7a8820f17b311a0,0,Building Secure REST APIs in Spring Boot: Techniques and Tools,abstract,,,
674,Spring Boot,APPLIED_TO,REST APIs,2026,offering a reference blueprint for practitioners building secure REST APIs in Spring Boot.,unique_normalized_exact_quote_match,79ea5e3d44f43de79304a3dba7a8820f17b311a0,0,Building Secure REST APIs in Spring Boot: Techniques and Tools,abstract,,,
675,secure design principles,IMPROVES,"integrity, confidentiality, and resilience under load",2026,"The results highlight measurable improvements in integrity, confidentiality, and resilience under load",unique_normalized_exact_quote_match,79ea5e3d44f43de79304a3dba7a8820f17b311a0,0,Building Secure REST APIs in Spring Boot: Techniques and Tools,abstract,,,
676,comprehensive framework,ADDRESSES,growing security challenges,2025,It addresses the growing security challenges faced by organizations adopting containerized architectures,unique_normalized_exact_quote_match,5e447133b5fb3e6cdc90ad0f2467ecca2444be86,0,Kubernetes runtime security framework: Integrated detection and automated remediation workflow,abstract,,,
677,Falco,USES,system call analysis,2025,examining Falco's capabilities for real-time threat detection through system call analysis,unique_normalized_exact_quote_match,5e447133b5fb3e6cdc90ad0f2467ecca2444be86,0,Kubernetes runtime security framework: Integrated detection and automated remediation workflow,abstract,,,
678,Falco,COMBINES,Argo's event-driven automation tools,2025,The integration between Falco and Argo's event-driven automation tools,unique_normalized_exact_quote_match,5e447133b5fb3e6cdc90ad0f2467ecca2444be86,0,Kubernetes runtime security framework: Integrated detection and automated remediation workflow,abstract,,,
679,comprehensive framework,IMPROVES,incident response times,2025,"It highlights significant improvements in threat detection, incident response times",unique_normalized_exact_quote_match,5e447133b5fb3e6cdc90ad0f2467ecca2444be86,0,Kubernetes runtime security framework: Integrated detection and automated remediation workflow,abstract,,,
680,comprehensive framework,IMPROVES,threat detection,2025,It highlights significant improvements in threat detection,unique_normalized_exact_quote_match,5e447133b5fb3e6cdc90ad0f2467ecca2444be86,0,Kubernetes runtime security framework: Integrated detection and automated remediation workflow,abstract,,,
681,AI and ML solutions,APPLIED_TO,cloud-native security systems,2025,The incorporation of Artificial Intelligence (AI) and Machine Learning (ML) solutions into cloud-native security systems has emerged as an intriguing option for addressing these threats.,unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
682,AI-based approaches,IMPROVES,access controls,2025,"The study is an in-depth discussion of AI-based approaches to improving access controls, anomaly detection, and intrusion prevention in Kubernetes environments.",unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
683,AI-based approaches,APPLIED_TO,Kubernetes environments,2025,"AI-based approaches to improving access controls, anomaly detection, and intrusion prevention in Kubernetes environments.",unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
684,federated learning,APPLIED_TO,Kubernetes environments,2025,"it compares federated learning, reinforcement learning, graph neural networks, and explainable AI.",unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
685,AI-based models,IMPROVES,accuracy,2025,"The results of the current research indicate that the accuracy, efficiency, and scalability of real-time threat detection and policy enforcement using AI-based models can substantially surpass the of traditional ones.",unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
686,AI-based models,IMPROVES,efficiency,2025,"The results of the current research indicate that the accuracy, efficiency, and scalability of real-time threat detection and policy enforcement using AI-based models can substantially surpass the of traditional ones.",unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
687,AI-based models,APPLIED_TO,real-time threat detection,2025,real-time threat detection and policy enforcement using AI-based models can substantially surpass the of traditional ones.,unique_normalized_exact_quote_match,798194f8790ba3971d1a5b2b5f8dcda7d261a733,0,AI-Enhanced Runtime Security for Kubernetes: Real-time Threat Detection with eBPF Telemetry and Ensemble Learning,abstract,,,
688,hybrid detection framework,USES,extended Berkeley Packet Filter (eBPF),2025,we propose a hybrid detection framework that leverages the extended Berkeley Packet Filter (eBPF) to monitor container activities directly within the Linux kernel.,unique_normalized_exact_quote_match,54cd21072694e704a4b589498e63df9bed4c8e84,0,Hybrid Runtime Detection of Malicious Containers Using eBPF,abstract,,,
689,hybrid detection framework,USES,multi-class classification models,2025,"transforms them into machine-learning features, and applies multi-class classification models to distinguish malicious containers from benign ones.",unique_normalized_exact_quote_match,54cd21072694e704a4b589498e63df9bed4c8e84,0,Hybrid Runtime Detection of Malicious Containers Using eBPF,abstract,,,
690,hybrid detection framework,EVALUATES_ON,malicious and benign container scenarios,2025,"Using six malicious and four benign container scenarios, our evaluation shows that runtime detection is feasible with high accuracy",unique_normalized_exact_quote_match,54cd21072694e704a4b589498e63df9bed4c8e84,0,Hybrid Runtime Detection of Malicious Containers Using eBPF,abstract,,,
691,hybrid detection framework,COMBINES,flow-based network metadata,2025,The framework simultaneously collects flow-based network metadata and host-based system-call traces,unique_normalized_exact_quote_match,54cd21072694e704a4b589498e63df9bed4c8e84,0,Hybrid Runtime Detection of Malicious Containers Using eBPF,abstract,,,
692,hybrid approach,ADDRESSES,classification ambiguities,2025,combining flow-based and host-based telemetry in a complementary hybrid approach resolves classification ambiguities that arise when relying on a single data source.,unique_normalized_exact_quote_match,54cd21072694e704a4b589498e63df9bed4c8e84,0,Hybrid Runtime Detection of Malicious Containers Using eBPF,abstract,,,
693,eBPF-based hybrid analysis,APPLIED_TO,containerized environments,2025,"These findings underscore the potential of eBPF-based hybrid analysis for achieving accurate, low-overhead, and behavior-aware runtime security in containerized environments",unique_normalized_exact_quote_match,54cd21072694e704a4b589498e63df9bed4c8e84,0,Hybrid Runtime Detection of Malicious Containers Using eBPF,abstract,,,
694,holistic solution for intrusion detection,APPLIED_TO,Kubernetes clusters,2026,A holistic solution for intrusion detection in Kubernetes clusters is presented,unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,,,
695,holistic solution for intrusion detection,COMBINES,multi-layer monitoring,2026,combining multi-layer monitoring with selective LLM-based analysis,unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,,,
696,holistic solution for intrusion detection,COMBINES,selective LLM-based analysis,2026,combining multi-layer monitoring with selective LLM-based analysis,unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,,,
697,on-demand LLM reasoning,PRODUCES,natural language explanations,2026,"selectively trigger on-demand LLM reasoning to estimate threat probability and classify attack behavior, producing natural language explanations",unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,,,
698,holistic solution for intrusion detection,EVALUATES_ON,realistic attack scenarios,2026,"The system is validated using realistic attack scenarios such as network flooding, port scanning, authentication abuse, and privilege escalation on vulnerable containerized services",unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,,,
699,statistical and rule-based detectors,ADDRESSES,suspicious activity,2026,Statistical and rule-based detectors first identify suspicious activity,unique_normalized_exact_quote_match,9043a6160f52d2d40b39dab34a038f441d73cff0,0,C-Shield: LLM-Enhanced Cybersecurity Platform for Intrusion Detection in Kubernetes Clusters,abstract,,,
700,Dynamic Security Automation Framework,USES,RNN-GNN model,2026,The framework utilizes a hybrid architecture of Recurrent Neural Network-Graph Neural Network (RNN-GNN) model,unique_normalized_exact_quote_match,f220e7f3e525751076eb165fb04be0a185bf8250,0,Dynamic Security Automation for Containerized and Serverless Cloud Environments,abstract,,,
701,Dynamic Security Automation Framework,EVALUATES_ON,UNSW-NB15 dataset,2026,Experimental evaluation on UNSW-NB15 dataset on the hybrid cloud testbed showed that the proposed DSAF achieved a detection accuracy of 96.3%,unique_normalized_exact_quote_match,f220e7f3e525751076eb165fb04be0a185bf8250,0,Dynamic Security Automation for Containerized and Serverless Cloud Environments,abstract,,,
702,Dynamic Security Automation Framework,PRODUCES,detection accuracy of 96.3%,2026,the proposed DSAF achieved a detection accuracy of 96.3%,unique_normalized_exact_quote_match,f220e7f3e525751076eb165fb04be0a185bf8250,0,Dynamic Security Automation for Containerized and Serverless Cloud Environments,abstract,,,
703,Dynamic Security Automation Framework,APPLIED_TO,modern cloud-native ecosystems,2026,"DSAF is an intelligent, self-adaptive, and scalable solution to secure modern cloud-native ecosystems.",unique_normalized_exact_quote_match,f220e7f3e525751076eb165fb04be0a185bf8250,0,Dynamic Security Automation for Containerized and Serverless Cloud Environments,abstract,,,
704,full-stack security gateway framework,ADDRESSES,API abuse and unauthorized data access,2025,"To address API abuse and unauthorized data access in multi-tenant systems, this paper proposes a full-stack security gateway framework",unique_normalized_exact_quote_match,31ff7c5ddf7b69e24f223286f510e9f5c0a26f20,0,Research on API Security Gateway and Data Access Control Model for Multi-tenant Full-stack Systems,abstract,,,
705,full-stack security gateway framework,USES,Envoy Gateway,2025,The system integrates Envoy Gateway and the OPA (Open Policy Agent) policy engine,unique_normalized_exact_quote_match,31ff7c5ddf7b69e24f223286f510e9f5c0a26f20,0,Research on API Security Gateway and Data Access Control Model for Multi-tenant Full-stack Systems,abstract,,,
706,full-stack security gateway framework,USES,OPA (Open Policy Agent) policy engine,2025,The system integrates Envoy Gateway and the OPA (Open Policy Agent) policy engine,unique_normalized_exact_quote_match,31ff7c5ddf7b69e24f223286f510e9f5c0a26f20,0,Research on API Security Gateway and Data Access Control Model for Multi-tenant Full-stack Systems,abstract,,,
707,OAuth 2.1 authorization protocol,COMBINES,JWT token authentication,2025,combining the OAuth 2.1 authorization protocol with JWT token authentication,unique_normalized_exact_quote_match,31ff7c5ddf7b69e24f223286f510e9f5c0a26f20,0,Research on API Security Gateway and Data Access Control Model for Multi-tenant Full-stack Systems,abstract,,,
708,full-stack security gateway framework,IMPROVES,security event detection rate,2025,with a 28% increase in security event detection rate,unique_normalized_exact_quote_match,31ff7c5ddf7b69e24f223286f510e9f5c0a26f20,0,Research on API Security Gateway and Data Access Control Model for Multi-tenant Full-stack Systems,abstract,,,
709,cybersecurity framework,USES,artificial intelligence,2025,propose a cybersecurity framework aimed at enhancing fraud detection in financial systems by leveraging artificial intelligence (AI),unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
710,cybersecurity framework,ADDRESSES,fraud detection,2025,propose a cybersecurity framework aimed at enhancing fraud detection in financial systems,unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
711,cybersecurity framework,APPLIED_TO,financial systems,2025,propose a cybersecurity framework aimed at enhancing fraud detection in financial systems,unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
712,cybersecurity framework,USES,AI-driven models,2025,The framework employs AI-driven models for real-time anomaly detection,unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
713,AI-driven models,ADDRESSES,real-time anomaly detection,2025,The framework employs AI-driven models for real-time anomaly detection,unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
714,microservices architecture,USES,Java Spring Boot,2025,"Microservices architecture, built using technologies such as Java Spring Boot",unique_normalized_exact_quote_match,6847a6357d588ab3f22703c12e72b4d7523d12b2,0,A Cybersecurity framework for fraud detection in financial systems using AI and Microservices,abstract,,,
